job_name,company_name,salary,city,district,experience,education,skill_tags,description,source,crawl_time,min_salary,max_salary
测试工程师,小米智能科技有限公司,17-45K,南京,,5-10 年,本科,"Photoshop,平面设计",负责软件开发工作，要求高中及以上学历,generated,2026-03-30 19:41:46,47391,65017
UI 设计师,美团信息技术有限公司,20-41K,西安,天河区,经验不限,硕士,"TensorFlow,PyTorch",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,20707,33214
运维工程师,小米信息技术有限公司,22-75K,西安,,3-5 年,博士,"Python,Linux",负责产品设计工作，要求博士及以上学历,generated,2026-03-30 19:41:46,8179,73359
数据分析师,腾讯数据服务有限公司,26-62K,深圳,,应届生,大专,"Git,Vue,Spring,敏捷开发,软件开发",负责数据分析工作，要求本科及以上学历,generated,2026-03-30 19:41:46,11180,38851
软件工程师,网易数据服务有限公司,32-63K,武汉,朝阳区,应届生,大专,"市场调研,市场营销",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,39866,76568
后端开发工程师,OPPO网络技术有限公司,8-20K,南京,朝阳区,1-3 年,硕士,"CV,深度学习,PyTorch",负责产品设计工作，要求本科及以上学历,generated,2026-03-30 19:41:46,41318,43394
数据分析师,OPPO网络技术有限公司,46-72K,深圳,浦东新区,应届生,本科,"商业分析,团队协作,数据分析",负责软件开发工作，要求博士及以上学历,generated,2026-03-30 19:41:46,30240,26316
Java 开发工程师,VIVO系统有限公司,42-60K,南京,,1-3 年,大专,"数据结构,C++",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,25769,67503
算法工程师,美团系统有限公司,48-53K,武汉,,5-10 年,高中,"数据库,数据结构,Python,算法,Linux",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,37982,31351
产品经理,美团数据服务有限公司,40-27K,西安,海淀区,1-3 年,硕士,"Spring,软件开发,软件工程",负责系统架构工作，要求高中及以上学历,generated,2026-03-30 19:41:46,19520,61598
数据库管理员,腾讯信息技术有限公司,11-43K,苏州,海淀区,3-5 年,本科,"数据结构,算法,Python,数据库",负责系统架构工作，要求高中及以上学历,generated,2026-03-30 19:41:46,33109,49077
Java 开发工程师,VIVO数据服务有限公司,33-40K,广州,南山区,1-3 年,硕士,"NLP,机器学习",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,30925,30678
全栈工程师,华为网络技术有限公司,27-24K,成都,海淀区,经验不限,大专,"Linux,Python,C++",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,48800,44587
运维工程师,美团数据服务有限公司,50-40K,西安,浦东新区,经验不限,博士,"硬件开发,嵌入式,单片机",负责数据分析工作，要求本科及以上学历,generated,2026-03-30 19:41:46,42090,39605
系统架构师,OPPO系统有限公司,39-15K,西安,南山区,1-3 年,本科,"软件开发,软件工程,Git",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,29465,50703
全栈工程师,京东数据服务有限公司,27-66K,武汉,海淀区,经验不限,高中,"量化分析,财务报表,投资分析",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,44781,16432
系统架构师,京东数据服务有限公司,37-26K,北京,海淀区,5-10 年,高中,"数据库,Linux,数据结构,算法,Python",负责产品设计工作，要求本科及以上学历,generated,2026-03-30 19:41:46,12159,62750
测试工程师,字节信息技术有限公司,41-48K,武汉,,1-3 年,博士,"TensorFlow,PyTorch",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,41734,19041
网络工程师,网易智能科技有限公司,41-63K,西安,天河区,1-3 年,博士,"数据库,Java,Python,Linux",负责系统架构工作，要求大专及以上学历,generated,2026-03-30 19:41:46,19492,65276
Java 开发工程师,VIVO数据服务有限公司,16-58K,成都,朝阳区,经验不限,本科,"数据库,算法,Linux,数据结构",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,29991,26577
产品经理,腾讯数据服务有限公司,30-58K,北京,浦东新区,1-3 年,大专,"TensorFlow,深度学习,机器学习",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,33886,18731
后端开发工程师,字节网络技术有限公司,18-15K,深圳,朝阳区,应届生,博士,"商业分析,沟通协调",负责软件开发工作，要求高中及以上学历,generated,2026-03-30 19:41:46,32653,75118
后端开发工程师,小米智能科技有限公司,20-58K,西安,天河区,经验不限,硕士,"新媒体运营,市场调研,市场营销",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,29783,58557
软件工程师,京东数据服务有限公司,40-44K,深圳,,1-3 年,本科,"机器学习,CV,NLP,TensorFlow,PyTorch",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,30892,33036
系统架构师,阿里系统有限公司,24-65K,深圳,朝阳区,经验不限,高中,"财务报表,风险管理,投资分析,量化分析,金融分析",负责产品设计工作，要求博士及以上学历,generated,2026-03-30 19:41:46,22238,67053
后端开发工程师,京东系统有限公司,32-74K,上海,朝阳区,经验不限,本科,"敏捷开发,Spring",负责软件开发工作，要求博士及以上学历,generated,2026-03-30 19:41:46,35807,49479
全栈工程师,小米智能科技有限公司,45-69K,南京,浦东新区,经验不限,博士,"金融分析,风险管理,量化分析,财务报表,投资分析",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,26622,18728
测试工程师,美团系统有限公司,20-19K,深圳,,1-3 年,博士,"深度学习,机器学习,PyTorch,NLP,CV",负责软件开发工作，要求本科及以上学历,generated,2026-03-30 19:41:46,19458,54613
测试工程师,腾讯科技有限公司,12-74K,深圳,南山区,应届生,高中,"CV,机器学习,PyTorch",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,43072,72554
产品经理,腾讯科技有限公司,29-47K,武汉,朝阳区,3-5 年,博士,"风险管理,金融分析,财务报表,量化分析,投资分析",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,13256,16306
数据分析师,阿里数据服务有限公司,12-25K,西安,朝阳区,5-10 年,大专,"Sketch,UI 设计,Photoshop",负责产品设计工作，要求博士及以上学历,generated,2026-03-30 19:41:46,45375,67565
运维工程师,小米信息技术有限公司,41-68K,广州,海淀区,经验不限,硕士,"沟通协调,项目管理,团队协作,数据分析",负责系统架构工作，要求大专及以上学历,generated,2026-03-30 19:41:46,8176,61751
网络工程师,京东网络技术有限公司,10-27K,深圳,天河区,5-10 年,本科,"Git,Spring,敏捷开发,软件工程",负责数据分析工作，要求本科及以上学历,generated,2026-03-30 19:41:46,49712,16533
数据分析师,百度科技有限公司,19-40K,广州,南山区,应届生,硕士,"PCB,电路设计,单片机,嵌入式",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,14494,42614
系统架构师,网易数据服务有限公司,49-76K,深圳,,经验不限,硕士,"营销策划,市场调研,品牌推广,新媒体运营",负责系统架构工作，要求大专及以上学历,generated,2026-03-30 19:41:46,38335,73588
数据分析师,小米系统有限公司,14-37K,成都,南山区,1-3 年,高中,"营销策划,市场调研,新媒体运营",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,47956,18116
Java 开发工程师,阿里科技有限公司,8-35K,上海,浦东新区,经验不限,高中,"投资分析,金融分析,财务报表,量化分析,风险管理",负责软件开发工作，要求博士及以上学历,generated,2026-03-30 19:41:46,16720,75175
后端开发工程师,美团数据服务有限公司,8-27K,上海,海淀区,经验不限,本科,"嵌入式,FPGA",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,41609,32429
系统架构师,字节信息技术有限公司,46-71K,深圳,天河区,3-5 年,大专,"硬件开发,单片机,嵌入式",负责产品设计工作，要求博士及以上学历,generated,2026-03-30 19:41:46,49554,15302
产品经理,阿里信息技术有限公司,16-30K,北京,天河区,5-10 年,硕士,"NLP,TensorFlow,CV,深度学习",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,49913,28647
全栈工程师,网易网络技术有限公司,33-23K,苏州,浦东新区,经验不限,博士,"Vue,Spring,软件工程",负责系统架构工作，要求高中及以上学历,generated,2026-03-30 19:41:46,8627,78557
全栈工程师,美团系统有限公司,49-47K,北京,朝阳区,3-5 年,大专,"CV,机器学习,深度学习,NLP,PyTorch",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,14061,74283
UI 设计师,OPPO智能科技有限公司,14-51K,北京,朝阳区,经验不限,本科,"项目管理,团队协作",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,42691,34804
网络工程师,阿里数据服务有限公司,25-66K,南京,海淀区,5-10 年,博士,"沟通协调,商业分析,团队协作,项目管理,数据分析",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,18525,73937
Python 开发工程师,OPPO系统有限公司,32-37K,南京,朝阳区,经验不限,博士,"深度学习,机器学习,CV",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,25260,44693
UI 设计师,阿里网络技术有限公司,12-41K,苏州,南山区,1-3 年,博士,"量化分析,财务报表",负责软件开发工作，要求高中及以上学历,generated,2026-03-30 19:41:46,36045,28532
数据分析师,阿里数据服务有限公司,49-28K,苏州,浦东新区,应届生,大专,"Vue,Spring,Git,敏捷开发,软件工程",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,13649,23214
运维工程师,OPPO科技有限公司,14-69K,上海,浦东新区,1-3 年,高中,"机器学习,TensorFlow,深度学习",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,26954,23429
数据分析师,VIVO科技有限公司,33-61K,北京,浦东新区,5-10 年,高中,"C++,数据库,数据结构,Linux,Python",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,41444,18439
前端开发工程师,百度系统有限公司,24-69K,西安,海淀区,经验不限,硕士,"项目管理,商业分析,沟通协调,数据分析,团队协作",负责软件开发工作，要求本科及以上学历,generated,2026-03-30 19:41:46,22568,74169
网络工程师,京东网络技术有限公司,11-39K,苏州,朝阳区,1-3 年,博士,"Figma,平面设计",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,31095,28853
Python 开发工程师,阿里系统有限公司,44-63K,广州,浦东新区,应届生,大专,"敏捷开发,软件工程,Vue",负责系统架构工作，要求大专及以上学历,generated,2026-03-30 19:41:46,14883,19133
测试工程师,百度信息技术有限公司,31-42K,北京,天河区,经验不限,高中,"市场调研,品牌推广",负责产品设计工作，要求博士及以上学历,generated,2026-03-30 19:41:46,24934,18439
Python 开发工程师,VIVO系统有限公司,27-57K,武汉,朝阳区,3-5 年,高中,"新媒体运营,品牌推广,市场营销,市场调研,营销策划",负责系统架构工作，要求大专及以上学历,generated,2026-03-30 19:41:46,34385,25704
运维工程师,VIVO科技有限公司,13-17K,上海,海淀区,应届生,本科,"UX 设计,Sketch",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,47596,28193
全栈工程师,美团网络技术有限公司,24-43K,南京,海淀区,应届生,大专,"品牌推广,新媒体运营",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,45745,21223
后端开发工程师,华为网络技术有限公司,24-33K,武汉,浦东新区,1-3 年,大专,"金融分析,量化分析,风险管理",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,43368,59388
测试工程师,字节网络技术有限公司,28-56K,北京,,3-5 年,本科,"市场调研,营销策划,新媒体运营,市场营销",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,46441,69316
算法工程师,华为网络技术有限公司,13-72K,杭州,朝阳区,应届生,高中,"团队协作,商业分析",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,17020,30317
Java 开发工程师,小米智能科技有限公司,31-17K,西安,天河区,5-10 年,本科,"数据结构,数据库,C++,算法",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,38852,57592
全栈工程师,百度智能科技有限公司,15-53K,苏州,南山区,经验不限,本科,"金融分析,风险管理,投资分析,财务报表,量化分析",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,22678,21988
前端开发工程师,字节智能科技有限公司,33-23K,深圳,南山区,1-3 年,博士,"商业分析,沟通协调",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,32639,68207
Java 开发工程师,VIVO智能科技有限公司,37-22K,南京,,3-5 年,大专,"嵌入式,硬件开发,PCB,电路设计",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,36647,37846
产品经理,华为信息技术有限公司,36-54K,武汉,,经验不限,硕士,"Photoshop,Sketch,平面设计,UI 设计,UX 设计",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,25201,64276
Java 开发工程师,网易科技有限公司,12-16K,南京,,5-10 年,大专,"电路设计,嵌入式",负责软件开发工作，要求本科及以上学历,generated,2026-03-30 19:41:46,17779,32635
全栈工程师,OPPO智能科技有限公司,10-20K,广州,,应届生,博士,"金融分析,投资分析,财务报表",负责软件开发工作，要求博士及以上学历,generated,2026-03-30 19:41:46,9353,78790
Java 开发工程师,京东信息技术有限公司,11-38K,杭州,南山区,3-5 年,本科,"电路设计,单片机",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,43177,18125
UI 设计师,VIVO网络技术有限公司,15-46K,南京,南山区,3-5 年,高中,"品牌推广,市场营销,新媒体运营",负责系统架构工作，要求高中及以上学历,generated,2026-03-30 19:41:46,12561,67431
系统架构师,网易信息技术有限公司,30-28K,上海,浦东新区,应届生,大专,"量化分析,财务报表,投资分析,风险管理,金融分析",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,13894,43171
Python 开发工程师,字节科技有限公司,8-64K,武汉,朝阳区,1-3 年,高中,"市场营销,市场调研,新媒体运营",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,11443,64999
全栈工程师,网易智能科技有限公司,21-15K,成都,天河区,1-3 年,硕士,"NLP,深度学习,机器学习",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,16840,46655
产品经理,华为科技有限公司,19-36K,广州,天河区,3-5 年,硕士,"Spring,Git",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,21506,21440
Java 开发工程师,腾讯智能科技有限公司,35-76K,成都,南山区,1-3 年,高中,"C++,数据库,Java,Python,数据结构",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,14983,77275
Python 开发工程师,网易系统有限公司,9-25K,北京,浦东新区,5-10 年,博士,"单片机,硬件开发",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,28424,15091
测试工程师,华为系统有限公司,43-24K,北京,南山区,1-3 年,大专,"商业分析,团队协作,项目管理,数据分析,沟通协调",负责系统架构工作，要求大专及以上学历,generated,2026-03-30 19:41:46,31219,73856
运维工程师,小米系统有限公司,16-45K,杭州,朝阳区,5-10 年,硕士,"CV,机器学习,深度学习",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,17270,49255
Java 开发工程师,阿里信息技术有限公司,32-67K,苏州,海淀区,1-3 年,博士,"数据分析,团队协作",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,10100,23739
Java 开发工程师,VIVO信息技术有限公司,34-48K,西安,浦东新区,5-10 年,博士,"Git,Spring,敏捷开发,Vue,软件开发",负责数据分析工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,41512,58065
软件工程师,OPPO科技有限公司,26-32K,南京,天河区,3-5 年,本科,"新媒体运营,市场营销,市场调研",负责系统架构工作，要求高中及以上学历,generated,2026-03-30 19:41:46,29009,48690
算法工程师,百度系统有限公司,13-19K,武汉,朝阳区,5-10 年,本科,"团队协作,商业分析,沟通协调",负责系统架构工作，要求高中及以上学历,generated,2026-03-30 19:41:46,13973,68488
系统架构师,网易数据服务有限公司,13-69K,北京,天河区,经验不限,大专,"硬件开发,PCB,电路设计,嵌入式,FPGA",负责系统架构工作，要求高中及以上学历,generated,2026-03-30 19:41:46,30012,79209
UI 设计师,阿里系统有限公司,11-57K,南京,朝阳区,经验不限,博士,"营销策划,市场营销,市场调研,品牌推广,新媒体运营",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,12415,43690
软件工程师,小米数据服务有限公司,29-27K,上海,,应届生,硕士,"PyTorch,深度学习,机器学习",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,34188,15825
软件工程师,美团网络技术有限公司,28-75K,武汉,朝阳区,经验不限,高中,"数据分析,商业分析",负责系统架构工作，要求高中及以上学历,generated,2026-03-30 19:41:46,21881,56339
数据库管理员,OPPO科技有限公司,19-25K,深圳,,3-5 年,博士,"沟通协调,商业分析,数据分析,项目管理,团队协作",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,40376,24139
网络工程师,VIVO智能科技有限公司,35-19K,武汉,海淀区,5-10 年,高中,"风险管理,金融分析,量化分析,财务报表,投资分析",负责系统架构工作，要求高中及以上学历,generated,2026-03-30 19:41:46,14960,18776
后端开发工程师,OPPO科技有限公司,34-47K,南京,海淀区,3-5 年,博士,"深度学习,NLP,机器学习",负责软件开发工作，要求高中及以上学历,generated,2026-03-30 19:41:46,30812,39890
全栈工程师,字节信息技术有限公司,14-31K,苏州,浦东新区,5-10 年,大专,"市场营销,营销策划,新媒体运营,市场调研",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,11960,55808
测试工程师,百度数据服务有限公司,44-55K,上海,浦东新区,3-5 年,博士,"营销策划,新媒体运营",负责软件开发工作，要求博士及以上学历,generated,2026-03-30 19:41:46,34014,42237
运维工程师,美团信息技术有限公司,10-66K,广州,南山区,1-3 年,硕士,"PyTorch,深度学习,NLP,机器学习",负责产品设计工作，要求博士及以上学历,generated,2026-03-30 19:41:46,13054,46771
全栈工程师,小米网络技术有限公司,36-31K,成都,朝阳区,应届生,硕士,"金融分析,财务报表",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,20701,16313
运维工程师,小米科技有限公司,23-22K,成都,朝阳区,应届生,硕士,"Vue,敏捷开发",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,37374,33354
数据分析师,美团网络技术有限公司,44-39K,南京,朝阳区,经验不限,大专,"TensorFlow,PyTorch,NLP,CV",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,33238,17983
算法工程师,小米网络技术有限公司,49-70K,深圳,,3-5 年,本科,"市场营销,市场调研,新媒体运营,营销策划",负责系统架构工作，要求高中及以上学历,generated,2026-03-30 19:41:46,37146,30228
数据库管理员,OPPO网络技术有限公司,43-57K,南京,朝阳区,经验不限,高中,"金融分析,投资分析,财务报表,风险管理,量化分析",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,24163,20835
算法工程师,字节信息技术有限公司,43-55K,北京,海淀区,3-5 年,博士,"市场营销,市场调研,营销策划,品牌推广,新媒体运营",负责数据分析工作，要求本科及以上学历,generated,2026-03-30 19:41:46,15189,16804
算法工程师,阿里科技有限公司,23-35K,成都,朝阳区,应届生,博士,"Sketch,平面设计,Photoshop,Figma,UI 设计",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,14339,77427
Java 开发工程师,小米智能科技有限公司,16-38K,广州,,3-5 年,大专,"C++,数据库,算法,数据结构,Linux",负责软件开发工作，要求博士及以上学历,generated,2026-03-30 19:41:46,22326,55807
测试工程师,腾讯数据服务有限公司,31-61K,武汉,浦东新区,经验不限,高中,"C++,Java,Python",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,11892,58768
数据库管理员,小米数据服务有限公司,24-80K,成都,南山区,3-5 年,本科,"项目管理,数据分析,团队协作,沟通协调",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,17689,45270
系统架构师,腾讯网络技术有限公司,31-42K,成都,浦东新区,应届生,硕士,"敏捷开发,Git",负责产品设计工作，要求本科及以上学历,generated,2026-03-30 19:41:46,27968,76781
Java 开发工程师,字节数据服务有限公司,25-64K,苏州,南山区,经验不限,大专,"Linux,数据结构,算法",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,37157,26009
软件工程师,华为系统有限公司,37-63K,深圳,南山区,5-10 年,高中,"新媒体运营,市场营销,营销策划",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,49272,28377
运维工程师,小米网络技术有限公司,38-55K,北京,南山区,应届生,硕士,"UI 设计,Photoshop,UX 设计,平面设计,Sketch",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,42665,59727
后端开发工程师,阿里科技有限公司,48-27K,深圳,天河区,应届生,大专,"Spring,Git,敏捷开发,软件工程,Vue",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,29469,75263
Python 开发工程师,字节智能科技有限公司,16-20K,北京,天河区,1-3 年,大专,"嵌入式,PCB,硬件开发,单片机",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,42419,50862
运维工程师,腾讯系统有限公司,10-77K,广州,朝阳区,3-5 年,硕士,"机器学习,TensorFlow,CV",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,23965,35820
Java 开发工程师,小米智能科技有限公司,38-49K,南京,海淀区,应届生,高中,"新媒体运营,品牌推广",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,24880,71866
数据库管理员,百度数据服务有限公司,8-63K,上海,朝阳区,经验不限,大专,"新媒体运营,营销策划,市场营销,品牌推广,市场调研",负责软件开发工作，要求高中及以上学历,generated,2026-03-30 19:41:46,46034,78918
Java 开发工程师,阿里智能科技有限公司,50-62K,广州,海淀区,1-3 年,博士,"UI 设计,UX 设计,Figma",负责软件开发工作，要求博士及以上学历,generated,2026-03-30 19:41:46,23769,62407
Python 开发工程师,美团信息技术有限公司,10-55K,西安,,3-5 年,硕士,"Spring,软件开发,软件工程",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,26483,73837
算法工程师,腾讯系统有限公司,32-73K,苏州,朝阳区,应届生,高中,"算法,Java,数据库,Linux,C++",负责产品设计工作，要求本科及以上学历,generated,2026-03-30 19:41:46,27001,79364
Java 开发工程师,字节信息技术有限公司,18-36K,深圳,海淀区,应届生,本科,"数据库,Linux,C++,Python",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,40734,29083
软件工程师,小米网络技术有限公司,8-61K,西安,海淀区,3-5 年,本科,"电路设计,单片机,硬件开发",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,34131,63917
UI 设计师,OPPO信息技术有限公司,27-62K,广州,朝阳区,3-5 年,博士,"PyTorch,CV,NLP,TensorFlow,机器学习",负责产品设计工作，要求本科及以上学历,generated,2026-03-30 19:41:46,13550,62670
数据库管理员,VIVO系统有限公司,31-30K,成都,天河区,3-5 年,大专,"UX 设计,Photoshop",负责软件开发工作，要求本科及以上学历,generated,2026-03-30 19:41:46,17762,20110
测试工程师,OPPO科技有限公司,27-70K,北京,南山区,3-5 年,硕士,"Sketch,UI 设计,Figma,UX 设计,平面设计",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,18377,69205
全栈工程师,华为智能科技有限公司,27-37K,苏州,朝阳区,5-10 年,博士,"敏捷开发,软件工程,Git,Vue",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,30914,65732
测试工程师,百度科技有限公司,48-19K,上海,朝阳区,1-3 年,博士,"风险管理,投资分析,金融分析",负责数据分析工作，要求本科及以上学历,generated,2026-03-30 19:41:46,18346,20072
运维工程师,字节智能科技有限公司,47-48K,南京,南山区,应届生,博士,"商业分析,沟通协调,团队协作,项目管理,数据分析",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,27865,53351
测试工程师,字节科技有限公司,11-42K,广州,南山区,经验不限,大专,"量化分析,投资分析,风险管理",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,34316,20060
数据库管理员,京东数据服务有限公司,50-57K,杭州,,3-5 年,本科,"沟通协调,项目管理,商业分析,数据分析,团队协作",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,18459,34280
后端开发工程师,腾讯数据服务有限公司,31-25K,北京,天河区,经验不限,硕士,"项目管理,沟通协调,商业分析,数据分析",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,36504,58123
运维工程师,京东信息技术有限公司,27-42K,南京,浦东新区,应届生,硕士,"财务报表,投资分析,量化分析,金融分析",负责产品设计工作，要求本科及以上学历,generated,2026-03-30 19:41:46,43136,48548
网络工程师,京东系统有限公司,47-33K,苏州,,5-10 年,高中,"团队协作,项目管理,商业分析,沟通协调,数据分析",负责系统架构工作，要求高中及以上学历,generated,2026-03-30 19:41:46,36366,40916
系统架构师,网易网络技术有限公司,13-57K,西安,海淀区,5-10 年,高中,"Spring,敏捷开发,软件开发,Git",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,28927,75091
Python 开发工程师,华为智能科技有限公司,40-74K,深圳,,5-10 年,大专,"量化分析,金融分析,财务报表,风险管理,投资分析",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,14557,59911
运维工程师,阿里系统有限公司,40-74K,苏州,海淀区,经验不限,高中,"Python,C++,Java,Linux,算法",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,48843,51209
算法工程师,美团智能科技有限公司,32-48K,武汉,天河区,1-3 年,大专,"软件工程,软件开发,敏捷开发,Vue",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,48619,54505
产品经理,阿里系统有限公司,38-70K,北京,海淀区,3-5 年,大专,"市场营销,营销策划",负责产品设计工作，要求本科及以上学历,generated,2026-03-30 19:41:46,42027,59032
算法工程师,OPPO信息技术有限公司,26-63K,武汉,浦东新区,5-10 年,本科,"Photoshop,Sketch,UX 设计",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,27037,22672
系统架构师,腾讯系统有限公司,40-15K,南京,浦东新区,3-5 年,本科,"项目管理,数据分析,团队协作,商业分析",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,9291,55766
Java 开发工程师,京东智能科技有限公司,8-29K,南京,天河区,5-10 年,本科,"财务报表,金融分析,风险管理,投资分析,量化分析",负责系统架构工作，要求高中及以上学历,generated,2026-03-30 19:41:46,30927,51723
数据分析师,OPPO科技有限公司,11-54K,上海,海淀区,经验不限,大专,"数据分析,商业分析",负责软件开发工作，要求本科及以上学历,generated,2026-03-30 19:41:46,45901,64132
Python 开发工程师,小米网络技术有限公司,39-77K,武汉,朝阳区,应届生,本科,"Photoshop,Sketch",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,17251,29447
前端开发工程师,OPPO科技有限公司,9-69K,深圳,天河区,应届生,博士,"品牌推广,营销策划,新媒体运营,市场营销",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,41770,72148
软件工程师,腾讯系统有限公司,14-41K,武汉,朝阳区,3-5 年,硕士,"市场营销,市场调研",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,13192,15754
前端开发工程师,美团系统有限公司,24-36K,西安,浦东新区,3-5 年,本科,"TensorFlow,PyTorch,深度学习",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,19743,18193
测试工程师,小米网络技术有限公司,18-15K,杭州,朝阳区,应届生,高中,"PCB,硬件开发,电路设计",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,34424,75519
网络工程师,OPPO数据服务有限公司,22-64K,广州,浦东新区,经验不限,硕士,"财务报表,风险管理",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,31755,36904
全栈工程师,百度网络技术有限公司,47-17K,上海,南山区,经验不限,博士,"团队协作,商业分析,数据分析,沟通协调",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,14935,49526
